user_id,item_id,score,Source_id
985,1,0,1
985,2,1,1
985,3,1,1
985,4,0,1
985,6,0,1
985,7,1,1
985,8,1,1
985,9,1,1
985,10,1,1
985,17,1,1
985,11,1,1
985,18,1,1
985,12,1,1
985,13,1,1
985,14,0,1
985,15,1,1
985,16,0,1
986,1,1,1
986,2,1,1
986,3,1,1
986,4,1,1
986,5,1,1
986,6,1,1
986,7,1,1
986,8,1,1
986,9,1,1
986,10,1,1
986,17,1,1
986,11,1,1
986,18,1,1
986,12,1,1
986,13,0,1
986,14,0,1
986,16,0,1
987,1,1,1
987,2,1,1
987,3,1,1
987,4,1,1
987,5,0,1
987,6,1,1
987,7,1,1
987,8,1,1
987,9,1,1
987,10,1,1
987,17,1,1
987,11,1,1
987,18,1,1
987,12,1,1
987,13,1,1
987,14,1,1
987,16,1,1
988,1,1,1
988,2,1,1
988,3,1,1
988,4,1,1
988,5,1,1
988,6,1,1
988,7,1,1
988,8,1,1
988,9,1,1
988,10,1,1
988,11,1,1
988,18,1,1
988,12,1,1
988,13,1,1
988,14,1,1
988,15,1,1
988,16,1,1
989,1,1,1
989,2,1,1
989,3,1,1
989,4,1,1
989,5,1,1
989,6,1,1
989,7,1,1
989,8,1,1
989,9,1,1
989,10,1,1
989,17,1,1
989,11,1,1
989,18,1,1
989,12,1,1
989,19,1,1
989,13,1,1
989,14,1,1
989,15,1,1
989,16,1,1
990,1,0,1
990,2,1,1
990,20,0,1
990,3,1,1
990,4,1,1
990,6,1,1
990,7,0,1
990,8,0,1
990,9,0,1
990,10,0,1
990,11,1,1
990,12,0,1
990,13,1,1
990,14,0,1
990,16,1,1
991,1,1,1
991,2,1,1
991,3,1,1
991,4,0,1
991,5,1,1
991,6,0,1
991,7,1,1
991,8,1,1
991,9,1,1
991,10,1,1
991,12,1,1
991,13,0,1
991,14,0,1
991,16,1,1
992,1,1,1
992,2,1,1
992,20,1,1
992,3,1,1
992,4,1,1
992,5,1,1
992,6,1,1
992,7,1,1
992,8,1,1
992,9,1,1
992,10,1,1
992,17,1,1
992,11,1,1
992,18,1,1
992,12,1,1
992,19,1,1
992,13,1,1
992,14,1,1
992,15,1,1
992,16,0,1
993,1,1,1
993,2,0,1
993,3,1,1
993,4,1,1
993,6,0,1
993,7,0,1
993,8,0,1
993,9,1,1
993,10,0,1
993,17,1,1
993,11,1,1
993,12,1,1
993,13,0,1
993,14,0,1
993,16,1,1
994,1,1,1
994,2,1,1
994,3,1,1
994,4,1,1
994,5,1,1
994,6,1,1
994,7,1,1
994,8,1,1
994,9,0,1
994,10,1,1
994,17,1,1
994,11,1,1
994,18,1,1
994,12,1,1
994,13,1,1
994,14,0,1
994,15,1,1
994,16,1,1
995,1,1,1
995,2,0,1
995,20,0,1
995,4,0,1
995,5,1,1
995,6,0,1
995,7,0,1
995,8,1,1
995,9,1,1
995,10,1,1
995,12,0,1
995,13,1,1
995,14,0,1
995,16,1,1
996,1,1,1
996,2,1,1
996,3,1,1
996,4,0,1
996,6,0,1
996,7,0,1
996,8,1,1
996,9,1,1
996,10,0,1
996,17,1,1
996,11,1,1
996,18,1,1
996,12,1,1
996,13,0,1
996,14,1,1
996,16,1,1
997,1,1,1
997,2,1,1
997,20,0,1
997,4,0,1
997,6,0,1
997,7,1,1
997,8,1,1
997,9,0,1
997,10,0,1
997,11,1,1
997,18,0,1
997,12,1,1
997,13,1,1
997,14,0,1
997,16,0,1
998,1,1,1
998,2,1,1
998,3,1,1
998,4,1,1
998,5,1,1
998,6,0,1
998,7,1,1
998,8,1,1
998,9,1,1
998,10,1,1
998,17,1,1
998,11,1,1
998,18,1,1
998,12,1,1
998,13,1,1
998,14,1,1
998,15,1,1
998,16,1,1
999,1,0,1
999,2,1,1
999,4,0,1
999,5,0,1
999,6,0,1
999,7,1,1
999,8,1,1
999,9,0,1
999,10,0,1
999,17,0,1
999,21,0,1
999,18,0,1
999,12,0,1
999,13,1,1
999,14,0,1
999,16,0,1
1000,1,1,1
1000,2,1,1
1000,3,1,1
1000,4,1,1
1000,5,1,1
1000,6,1,1
1000,7,1,1
1000,8,1,1
1000,9,1,1
1000,10,1,1
1000,12,1,1
1000,13,0,1
1000,14,1,1
1000,16,1,1
1001,1,1,1
1001,2,1,1
1001,3,1,1
1001,4,1,1
1001,6,1,1
1001,7,1,1
1001,8,1,1
1001,9,1,1
1001,10,0,1
1001,17,0,1
1001,18,0,1
1001,12,1,1
1001,13,1,1
1001,14,1,1
1001,15,1,1
1001,16,1,1
1002,1,1,1
1002,2,1,1
1002,3,1,1
1002,4,1,1
1002,5,1,1
1002,6,0,1
1002,7,1,1
1002,8,1,1
1002,9,1,1
1002,10,1,1
1002,17,1,1
1002,11,1,1
1002,18,1,1
1002,12,1,1
1002,19,1,1
1002,13,0,1
1002,14,0,1
1002,16,1,1
1003,1,1,1
1003,2,1,1
1003,3,1,1
1003,4,0,1
1003,6,1,1
1003,7,1,1
1003,8,1,1
1003,9,1,1
1003,10,1,1
1003,17,0,1
1003,11,1,1
1003,12,1,1
1003,19,0,1
1003,13,0,1
1003,14,0,1
1003,15,1,1
1003,16,1,1
1004,1,0,1
1004,2,1,1
1004,3,1,1
1004,4,0,1
1004,5,0,1
1004,6,0,1
1004,7,1,1
1004,8,1,1
1004,9,1,1
1004,10,1,1
1004,11,1,1
1004,12,1,1
1004,13,1,1
1004,14,1,1
1004,16,1,1
1005,1,1,1
1005,2,1,1
1005,3,1,1
1005,4,0,1
1005,5,1,1
1005,6,0,1
1005,7,1,1
1005,8,1,1
1005,9,1,1
1005,10,1,1
1005,11,0,1
1005,12,1,1
1005,13,1,1
1005,14,0,1
1005,16,1,1
1006,1,1,1
1006,2,1,1
1006,3,1,1
1006,4,0,1
1006,5,0,1
1006,6,1,1
1006,7,1,1
1006,8,1,1
1006,9,1,1
1006,10,1,1
1006,11,1,1
1006,12,1,1
1006,13,1,1
1006,14,1,1
1006,15,1,1
1006,16,1,1
1007,1,1,1
1007,2,1,1
1007,4,1,1
1007,5,1,1
1007,6,0,1
1007,7,1,1
1007,8,1,1
1007,9,1,1
1007,10,1,1
1007,17,1,1
1007,11,1,1
1007,18,1,1
1007,12,1,1
1007,13,1,1
1007,14,0,1
1007,15,1,1
1007,16,1,1
1008,1,1,1
1008,2,1,1
1008,4,0,1
1008,5,1,1
1008,6,0,1
1008,7,1,1
1008,8,1,1
1008,9,1,1
1008,10,0,1
1008,12,1,1
1008,13,1,1
1008,14,0,1
1008,15,1,1
1008,16,1,1
1009,1,1,1
1009,2,1,1
1009,4,1,1
1009,5,1,1
1009,6,0,1
1009,7,0,1
1009,8,1,1
1009,9,1,1
1009,10,0,1
1009,17,1,1
1009,11,1,1
1009,18,1,1
1009,12,1,1
1009,13,1,1
1009,14,1,1
1009,15,1,1
1009,16,1,1
1010,1,1,1
1010,2,1,1
1010,20,0,1
1010,3,1,1
1010,4,1,1
1010,6,0,1
1010,7,1,1
1010,8,0,1
1010,9,0,1
1010,10,0,1
1010,17,0,1
1010,11,1,1
1010,18,0,1
1010,12,1,1
1010,13,0,1
1010,14,1,1
1010,16,0,1
1011,1,1,1
1011,2,0,1
1011,4,0,1
1011,6,0,1
1011,7,0,1
1011,8,0,1
1011,9,1,1
1011,10,1,1
1011,11,0,1
1011,12,1,1
1011,13,1,1
1011,14,0,1
1011,16,1,1
1012,1,1,1
1012,2,0,1
1012,3,1,1
1012,4,1,1
1012,5,1,1
1012,6,0,1
1012,7,1,1
1012,8,1,1
1012,9,1,1
1012,10,1,1
1012,11,1,1
1012,12,1,1
1012,13,1,1
1012,14,0,1
1012,15,1,1
1012,16,0,1
1013,1,0,1
1013,2,0,1
1013,3,0,1
1013,4,1,1
1013,6,0,1
1013,7,1,1
1013,8,1,1
1013,9,0,1
1013,10,1,1
1013,11,0,1
1013,18,0,1
1013,12,1,1
1013,13,1,1
1013,14,0,1
1013,16,1,1
1014,1,1,1
1014,2,1,1
1014,3,1,1
1014,4,1,1
1014,5,0,1
1014,6,0,1
