item_id,knowledge_code
121,[47]
122,[15]
123,[3]
124,[43]
125,"[43,47]"
126,[47]
127,[3]
128,[3]
129,[3]
130,[3]
131,[47]
132,[3]
133,[25]
134,[25]
135,[3]
136,[47]
137,[43]
138,[44]
139,"[3,47]"
140,"[43,47,25]"
141,[30]
142,[29]
143,[43]
144,[32]
145,[32]
146,[29]
147,[32]
148,[30]
149,[4]
150,[30]
151,[30]
152,[32]
153,[32]
154,[29]
155,[4]
156,[30]
157,[32]
158,"[32,30,4,29]"
159,[24]
160,[32]
161,[29]
162,[24]
163,[32]
164,[32]
165,[30]
166,[44]
167,[38]
168,[24]
169,[24]
170,[2]
171,[24]
172,[24]
173,[29]
174,[30]
175,[29]
176,"[24,2,32,30,29,38]"
177,[7]
178,[7]
179,[6]
180,[22]
181,[22]
182,[20]
183,[23]
184,[8]
185,[16]
186,[23]
187,[16]
188,[3]
189,[22]
190,[7]
191,[8]
192,[8]
193,[17]
194,[22]
195,"[42,6]"
196,[22]
197,[22]
198,[6]
199,[7]
200,[16]
201,[7]
202,"[20,16]"
203,[8]
204,[18]
205,[42]
206,[42]
207,[31]
208,[45]
209,[31]
210,[45]
211,[18]
212,[17]
213,[18]
214,[31]
215,[9]
216,[37]
217,[45]
218,[20]
219,[45]
220,[16]
221,[45]
222,[45]
223,[31]
224,[37]
225,[18]
226,[45]
227,[45]
228,"[45,37]"
229,[18]
230,[45]
231,[31]
232,[31]
233,[21]
234,[45]
235,[21]
236,[19]
237,[19]
238,[31]
239,[12]
240,[21]
241,[45]
242,[12]
243,[45]
244,[18]
245,[16]
246,[47]
247,[21]
248,[31]
249,[12]
250,[21]
251,[21]
252,"[31,46]"
253,[31]
254,[21]
255,[45]
256,[19]
257,[45]
