item_id,knowledge_code
93,[16]
94,[16]
95,[4]
96,[20]
97,[20]
98,[4]
99,[21]
100,[4]
101,[21]
102,[20]
103,[16]
104,[20]
105,[24]
106,[20]
107,[10]
108,"[21,2,20]"
109,[21]
110,[2]
111,[1]
112,[30]
113,[34]
114,[34]
115,[30]
116,[34]
117,[34]
118,[30]
119,[34]
120,[34]
121,[34]
122,"[34,30]"
123,[34]
124,[30]
125,[7]
126,[7]
127,[7]
128,[7]
129,[7]
130,[7]
131,[7]
132,[7]
133,[7]
134,[7]
135,[34]
136,[7]
137,[7]
138,[7]
139,[7]
140,[34]
141,[7]
142,[7]
143,[7]
144,[7]
145,"[4,7,6]"
146,[7]
147,[7]
148,[7]
149,[23]
150,[2]
151,[14]
152,[3]
153,[3]
154,[2]
155,[21]
156,[3]
157,[35]
158,[23]
159,[9]
160,[23]
161,[9]
162,[35]
163,[14]
164,[20]
165,[3]
166,[35]
167,[32]
168,[3]
169,[32]
170,[2]
171,[32]
172,[35]
173,[1]
174,[3]
175,[3]
176,"[21,23,32,3]"
177,"[9,32,7]"
178,"[21,23]"
179,[28]
180,[9]
181,[28]
182,[9]
183,[9]
184,[9]
185,[8]
186,[28]
187,[28]
188,[11]
189,[28]
190,[38]
191,[9]
192,[5]
193,[9]
194,[11]
195,[28]
196,[1]
197,[28]
198,[9]
199,[28]
200,[9]
201,[28]
202,[5]
203,[8]
204,[11]
205,"[9,11,28,5,6]"
206,"[21,28,6]"
207,"[21,9,27]"
208,"[27,24]"
209,"[2,9,38,27,6]"
