item_id,knowledge_code
1,[14]
2,[14]
3,[14]
4,[3]
5,[3]
6,[10]
7,[3]
8,[10]
9,[14]
10,[10]
11,[10]
12,[3]
13,[14]
14,[10]
15,[10]
16,[3]
17,[3]
18,[3]
19,[10]
20,[10]
21,[10]
22,[3]
23,[3]
24,[3]
25,[3]
26,[10]
27,[10]
28,[11]
29,[10]
30,[16]
31,[11]
32,[9]
33,[11]
34,[13]
35,[11]
36,[3]
37,[13]
38,[16]
39,[11]
40,[16]
41,[16]
42,[16]
43,[16]
44,[9]
45,[13]
46,[16]
47,[11]
48,[9]
49,[16]
50,[16]
51,[9]
52,[4]
53,[5]
54,[4]
55,[5]
56,[5]
57,[4]
58,[5]
59,[4]
60,[5]
61,[5]
62,[5]
63,[5]
64,[5]
65,[5]
66,[4]
67,[4]
68,[4]
69,[5]
70,[4]
71,[5]
72,[4]
73,"[16,13]"
74,[4]
75,"[16,5]"
76,[11]
77,[6]
78,[11]
79,[7]
80,[8]
81,[8]
82,[8]
83,[11]
84,[8]
85,[7]
86,[8]
87,[8]
88,[11]
89,[8]
90,[11]
91,"[6,7]"
92,[8]
93,[6]
94,[4]
95,[7]
96,[12]
97,[15]
98,[1]
99,[2]
100,[12]
101,[12]
102,[1]
103,[1]
104,[2]
105,[15]
106,[2]
107,[2]
108,[15]
109,[1]
110,[15]
111,[2]
112,[12]
113,[2]
114,[1]
115,[15]
116,[1]
117,"[12,4]"
118,"[15,1]"
119,[2]
120,[15]
