item_id,knowledge_code
93,[24]
94,[24]
95,[24]
96,[24]
97,[14]
98,[14]
99,[24]
100,[14]
101,[14]
102,[14]
103,[24]
104,[24]
105,[24]
106,[24]
107,[24]
108,[14]
109,[24]
110,[24]
111,[14]
112,[14]
113,[24]
114,[14]
115,[14]
116,[14]
117,[14]
118,[11]
119,[10]
120,[10]
121,[11]
122,[10]
123,[10]
124,[10]
125,[19]
126,[19]
127,[10]
128,[19]
129,[10]
130,[10]
131,[10]
132,[10]
133,[19]
134,[19]
135,[9]
136,[11]
137,[10]
138,[10]
139,[10]
140,[10]
141,[9]
142,[10]
143,[11]
144,[19]
145,[10]
146,[10]
147,[10]
148,[11]
149,[10]
150,[10]
151,[10]
152,[10]
153,[22]
154,[22]
155,[22]
156,[22]
157,[14]
158,[24]
159,[22]
160,[22]
161,[22]
162,[22]
163,[24]
164,[24]
165,[22]
166,[22]
167,[14]
168,[14]
169,[24]
170,[24]
171,[14]
172,[14]
173,[22]
174,[22]
175,[22]
176,[22]
177,[20]
178,[20]
179,[20]
180,[20]
181,[6]
182,[20]
183,[6]
184,[6]
185,[6]
186,[20]
187,[20]
188,[23]
189,[23]
190,[18]
191,[23]
192,[23]
193,[23]
194,[23]
195,[18]
196,[23]
197,[23]
198,[23]
199,[18]
200,[18]
201,[18]
202,[23]
203,[23]
204,[18]
205,[23]
206,[23]
207,[23]
208,[23]
209,[23]
210,[18]
211,[23]
212,[23]
213,[18]
214,[23]
215,[18]
216,[23]
217,[18]
218,[23]
219,[18]
220,[23]
221,[18]
222,[23]
223,[23]
224,[18]
225,[23]
226,[23]
227,[3]
228,[3]
229,[3]
230,[18]
231,[3]
232,[18]
233,[23]
234,[23]
235,[23]
236,[18]
237,[18]
238,[3]
239,[18]
240,[23]
241,[18]
242,[3]
243,[18]
244,[3]
245,[23]
246,[23]
247,[18]
248,[23]
249,[3]
250,[18]
251,[3]
252,[18]
253,[3]
254,[23]
255,[23]
256,[18]
