item_id,knowledge_code
121,[2]
122,[48]
123,[19]
124,[14]
125,[42]
126,[30]
127,[3]
128,[33]
129,[3]
130,[39]
131,[33]
132,[36]
133,[25]
134,[3]
135,[48]
136,[7]
137,[38]
138,[38]
139,[39]
140,[42]
141,[38]
142,"[25,1,2]"
143,[42]
144,[33]
145,[14]
146,[36]
147,[36]
148,[44]
149,[36]
150,[38]
151,[30]
152,[25]
153,[19]
154,[42]
155,[38]
156,[2]
157,[1]
158,[14]
159,[7]
160,[38]
161,[33]
162,[1]
163,[35]
164,[29]
165,[46]
166,[4]
167,[35]
168,[17]
169,[50]
170,[17]
171,[46]
172,[16]
173,[29]
174,[35]
175,[16]
176,[35]
177,[16]
178,[46]
179,[17]
180,[4]
181,[11]
182,[18]
183,[16]
184,[45]
185,[50]
186,[50]
187,[16]
188,[17]
189,[16]
190,[17]
191,[18]
192,[16]
193,[45]
194,[35]
195,[17]
196,[35]
197,[4]
198,[50]
199,[16]
200,[50]
201,[24]
202,[37]
203,[3]
204,[8]
205,[13]
206,[17]
207,[37]
208,[35]
209,[35]
210,[37]
211,[4]
212,[40]
213,[47]
214,[47]
215,[17]
216,[37]
217,[6]
218,[29]
219,[16]
220,[29]
221,[13]
222,[17]
223,[37]
224,[40]
225,"[13,6]"
226,[40]
227,[41]
228,[37]
229,[3]
230,"[46,45]"
231,[6]
232,[17]
233,"[35,11,31]"
234,[4]
235,[40]
