user_id,item_id,score
1,1,1
1,2,1
1,3,0
1,4,1
1,5,0
1,6,1
1,7,1
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,1
1,14,1
1,15,0
1,16,1
1,17,1
1,18,1
1,19,1
1,20,1
1,21,1
1,22,1
2,1,1
2,2,0
2,3,0
2,4,0
2,5,0
2,6,1
2,7,0
2,8,0
2,9,1
2,10,0
2,11,0
2,12,0
2,13,0
2,14,0
2,16,0
2,17,0
2,19,0
2,20,0
2,21,0
2,22,1
3,1,0
3,2,1
3,3,0
3,4,1
3,5,1
3,6,1
3,7,1
3,8,1
3,23,1
3,9,0
3,10,0
3,11,1
3,12,1
3,13,1
3,14,1
3,16,1
3,17,1
3,18,1
3,19,1
3,20,1
3,21,1
3,22,1
4,1,1
4,2,1
4,3,0
4,4,1
4,5,1
4,6,1
4,7,1
4,8,1
4,23,1
4,9,1
4,10,1
4,11,1
4,12,1
4,13,1
4,14,1
4,16,1
4,17,1
4,18,1
4,19,1
4,20,1
4,21,0
4,22,1
6,1,1
6,2,1
6,3,1
6,4,1
6,5,1
6,6,1
6,7,1
6,8,0
6,23,0
6,9,1
6,10,1
6,11,1
6,12,1
6,13,1
6,14,1
6,15,1
6,16,1
6,17,1
6,18,1
6,19,1
6,20,1
6,21,0
6,22,1
5,1,1
5,2,1
5,3,1
5,4,1
5,5,1
5,6,0
5,7,1
5,8,1
5,23,0
5,9,0
5,10,0
5,11,1
5,12,1
5,13,1
5,14,1
5,15,0
5,16,1
5,17,1
5,18,1
5,19,1
5,20,0
5,21,1
5,22,1
8,1,1
8,2,1
8,3,1
8,4,1
8,5,1
8,6,1
8,7,1
8,8,1
8,23,0
8,9,0
8,10,0
8,11,1
8,12,1
8,13,0
8,14,0
8,15,0
8,16,1
8,17,1
8,19,1
8,20,1
8,21,1
8,22,1
7,1,1
7,2,0
7,24,0
7,3,0
7,4,0
7,5,0
7,25,0
7,6,0
7,7,0
7,26,0
7,8,0
7,23,0
7,9,0
7,10,0
7,11,0
7,12,1
7,13,1
7,14,0
7,15,0
7,16,0
7,17,0
7,18,0
7,19,1
7,20,0
7,27,0
7,21,1
7,22,0
9,1,1
9,2,1
9,3,1
9,4,1
9,5,0
9,6,1
9,7,1
9,8,0
9,23,1
9,9,0
9,10,1
9,11,1
9,12,1
9,13,0
9,14,1
9,15,1
9,16,1
9,17,1
9,19,1
9,20,1
9,21,1
9,22,1
11,1,1
11,2,1
11,24,1
11,3,1
11,4,1
11,5,1
11,6,1
11,7,1
11,8,0
11,23,1
11,9,1
11,10,1
11,11,1
11,12,1
11,13,1
11,14,0
11,15,1
11,16,0
11,17,1
11,18,1
11,19,1
11,20,1
11,27,1
11,21,1
11,22,1
10,1,1
10,2,1
10,3,0
10,4,1
10,5,1
10,6,0
10,7,1
10,8,1
10,23,1
10,9,0
10,10,1
10,11,1
10,12,1
10,13,1
10,14,1
10,16,1
10,17,1
10,18,1
10,19,1
10,20,1
10,21,1
10,22,1
13,1,1
13,2,1
13,3,1
13,4,1
13,5,1
13,6,1
13,7,0
13,8,1
13,23,1
13,9,0
13,10,1
13,11,1
13,12,1
13,13,1
13,14,1
13,15,1
13,16,1
13,17,1
13,18,1
13,19,1
13,20,1
13,21,1
13,22,1
12,1,1
12,2,0
12,3,0
12,4,1
12,5,0
12,6,0
12,7,1
12,8,0
12,23,0
12,9,1
12,10,1
12,11,1
12,12,1
12,13,1
12,14,0
12,16,1
12,17,1
12,18,1
12,19,1
12,20,1
12,21,1
12,22,0
14,1,1
14,2,1
14,3,0
