item_id,knowledge_code
93,[2]
94,[2]
95,[2]
96,[2]
97,[10]
98,[10]
99,[2]
100,[10]
101,[10]
102,[10]
103,[2]
104,[2]
105,[2]
106,[2]
107,[2]
108,[10]
109,[2]
110,[2]
111,[10]
112,[10]
113,[2]
114,[10]
115,[10]
116,[10]
117,[10]
118,[23]
119,[9]
120,[9]
121,[23]
122,[9]
123,[9]
124,[9]
125,[20]
126,[20]
127,[9]
128,[20]
129,[9]
130,[9]
131,[9]
132,[9]
133,[20]
134,[20]
135,[18]
136,[23]
137,[9]
138,[9]
139,[9]
140,[9]
141,[18]
142,[9]
143,[23]
144,[20]
145,[9]
146,[9]
147,[9]
148,[23]
149,[9]
150,[9]
151,[9]
152,[9]
153,[11]
154,[11]
155,[11]
156,[11]
157,[10]
158,[2]
159,[11]
160,[11]
161,[11]
162,[11]
163,[2]
164,[2]
165,[11]
166,[11]
167,[10]
168,[10]
169,[2]
170,[2]
171,[10]
172,[10]
173,[11]
174,[11]
175,[11]
176,[11]
177,[16]
178,[16]
179,[16]
180,[16]
181,[25]
182,[16]
183,[25]
184,[25]
185,[25]
186,[16]
187,[16]
188,[4]
189,[4]
190,[5]
191,[4]
192,[4]
193,[4]
194,[4]
195,[5]
196,[4]
197,[4]
198,[4]
199,[5]
200,[5]
201,[5]
202,[4]
203,[4]
204,[5]
205,[4]
206,[4]
207,[4]
208,[4]
209,[4]
210,[5]
211,[4]
212,[4]
213,[5]
214,[4]
215,[5]
216,[4]
217,[5]
218,[4]
219,[5]
220,[4]
221,[5]
222,[4]
223,[4]
224,[5]
225,[4]
226,[4]
227,[14]
228,[14]
229,[14]
230,[5]
231,[14]
232,[5]
233,[4]
234,[4]
235,[4]
236,[5]
237,[5]
238,[14]
239,[5]
240,[4]
241,[5]
242,[14]
243,[5]
244,[14]
245,[4]
246,[4]
247,[5]
248,[4]
249,[14]
250,[5]
251,[14]
252,[5]
253,[14]
254,[4]
255,[4]
256,[5]
