user_id,item_id,score
1131,1,1
1131,2,0
1131,3,0
1131,4,1
1131,5,1
1131,6,0
1131,7,1
1131,8,1
1131,9,1
1131,10,1
1131,11,1
1131,12,0
1131,13,1
1131,14,0
1131,15,1
1131,16,1
1131,17,0
1131,18,1
1131,19,0
1131,20,0
1131,21,1
1131,22,1
1131,23,1
1131,24,1
1131,25,1
1131,26,1
1131,27,1
1131,28,1
1131,29,1
1131,30,1
1131,31,1
1131,32,1
1131,33,0
1131,34,1
1131,35,1
1131,36,1
1131,37,1
2377,1,0
2377,2,0
2377,3,0
2377,4,1
2377,5,1
2377,6,0
2377,38,1
2377,7,0
2377,8,0
2377,9,1
2377,10,0
2377,11,1
2377,12,0
2377,13,1
2377,14,0
2377,16,0
2377,17,0
2377,39,1
2377,18,0
2377,19,0
2377,21,1
2377,23,0
2377,24,0
2377,25,1
2377,27,1
2377,28,1
2377,40,0
2377,29,1
2377,30,1
2377,31,0
2377,32,1
2377,33,1
2377,34,0
2377,35,1
2377,36,1
2377,37,1
2376,1,1
2376,2,0
2376,3,1
2376,4,1
2376,5,1
2376,6,1
2376,38,1
2376,7,1
2376,8,1
2376,9,1
2376,10,1
2376,11,1
2376,12,1
2376,13,1
2376,14,0
2376,16,1
2376,17,0
2376,18,1
2376,19,0
2376,21,1
2376,22,1
2376,23,1
2376,41,1
2376,24,1
2376,25,1
2376,27,1
2376,28,1
2376,29,1
2376,30,1
2376,31,1
2376,32,1
2376,33,0
2376,34,1
2376,35,1
2376,36,1
2376,37,1
1,1,1
1,2,0
1,3,0
1,4,1
1,5,1
1,6,0
1,7,0
1,8,0
1,9,1
1,10,1
1,11,0
1,12,0
1,13,1
1,14,0
1,15,1
1,16,1
1,17,0
1,18,0
1,19,0
1,22,1
1,23,1
1,24,1
1,25,1
1,26,1
1,27,0
1,28,1
1,29,1
1,30,1
1,31,0
1,32,1
1,33,0
1,34,1
1,35,1
1,36,1
1,37,1
1136,1,1
1136,2,1
1136,3,0
1136,4,1
1136,5,1
1136,6,0
1136,7,1
1136,8,0
1136,9,0
1136,10,1
1136,11,1
1136,12,0
1136,13,1
1136,14,0
1136,16,0
1136,17,0
1136,18,1
1136,19,1
1136,23,0
1136,41,0
1136,24,0
1136,25,0
1136,27,1
1136,28,1
1136,29,1
1136,30,0
1136,31,0
1136,32,1
1136,33,0
1136,34,1
1136,35,0
1136,36,0
1136,37,1
1135,27,1
1135,28,1
1135,40,0
1135,29,1
1135,30,1
1135,31,1
1135,32,1
1135,33,0
1135,34,0
1135,35,1
1135,36,1
1135,37,1
1135,1,0
1135,2,0
1135,3,1
1135,4,1
1135,5,1
1135,6,0
1135,38,1
1135,7,0
1135,8,0
1135,9,1
1135,10,0
1135,11,0
1135,12,1
1135,13,1
1135,14,1
1135,16,1
1135,17,1
1135,18,0
1135,19,1
1135,22,1
1135,23,0
1135,42,0
1135,24,1
1135,25,1
3,1,1
3,2,1
3,3,1
3,4,1
3,6,0
3,38,1
3,7,1
3,8,1
3,9,1
3,10,1
3,11,0
3,12,0
3,13,1
3,14,1
3,15,1
3,16,1
3,17,0
3,18,1
3,19,0
3,21,1
3,22,1
3,23,1
3,41,1
3,24,1
3,25,1
3,26,1
3,27,0
3,28,1
3,40,1
3,29,1
3,30,0
3,31,1
3,32,1
3,33,1
3,34,1
3,35,1
3,36,1
3,37,1
1137,1,0
1137,2,0
1137,3,0
1137,4,1
