user_id,item_id,score,Source_id
2743,1,1,2
2743,2,1,2
2743,4,0,2
2743,5,1,2
2743,6,1,2
2743,7,1,2
2743,8,1,2
2743,9,1,2
2743,10,1,2
2743,11,1,2
2743,12,1,2
2743,13,0,2
2743,14,0,2
2743,16,1,2
2744,1,1,2
2744,2,1,2
2744,20,0,2
2744,4,1,2
2744,6,1,2
2744,7,1,2
2744,8,1,2
2744,9,0,2
2744,10,0,2
2744,11,0,2
2744,18,0,2
2744,12,1,2
2744,13,1,2
2744,14,1,2
2744,16,1,2
2745,1,1,2
2745,2,1,2
2745,3,1,2
2745,4,0,2
2745,5,1,2
2745,6,0,2
2745,7,1,2
2745,8,1,2
2745,9,1,2
2745,10,1,2
2745,17,1,2
2745,11,1,2
2745,18,1,2
2745,12,1,2
2745,13,1,2
2745,14,0,2
2745,15,1,2
2745,16,1,2
2746,1,1,2
2746,2,1,2
2746,3,1,2
2746,4,1,2
2746,5,1,2
2746,6,1,2
2746,7,1,2
2746,8,1,2
2746,9,1,2
2746,10,1,2
2746,11,1,2
2746,18,1,2
2746,12,1,2
2746,13,1,2
2746,14,1,2
2746,16,1,2
2747,1,1,2
2747,2,1,2
2747,3,1,2
2747,4,1,2
2747,5,1,2
2747,6,1,2
2747,7,1,2
2747,8,1,2
2747,9,1,2
2747,10,1,2
2747,17,1,2
2747,11,1,2
2747,12,1,2
2747,13,1,2
2747,14,1,2
2747,15,1,2
2747,16,1,2
2748,1,1,2
2748,2,1,2
2748,4,1,2
2748,5,1,2
2748,6,1,2
2748,7,1,2
2748,8,1,2
2748,9,1,2
2748,10,0,2
2748,17,1,2
2748,11,1,2
2748,12,1,2
2748,19,1,2
2748,13,1,2
2748,14,1,2
2748,15,1,2
2748,16,1,2
2749,1,1,2
2749,2,1,2
2749,4,1,2
2749,5,1,2
2749,6,1,2
2749,7,1,2
2749,8,1,2
2749,9,1,2
2749,10,1,2
2749,17,1,2
2749,11,1,2
2749,12,1,2
2749,13,1,2
2749,14,1,2
2749,16,1,2
2750,1,1,2
2750,2,0,2
2750,20,0,2
2750,4,1,2
2750,6,1,2
2750,7,1,2
2750,8,1,2
2750,9,0,2
2750,10,0,2
2750,17,0,2
2750,18,0,2
2750,12,1,2
2750,13,0,2
2750,14,0,2
2750,16,1,2
2751,1,1,2
2751,2,1,2
2751,20,0,2
2751,3,1,2
2751,4,1,2
2751,6,0,2
2751,7,1,2
2751,8,1,2
2751,9,1,2
2751,10,1,2
2751,11,1,2
2751,12,1,2
2751,13,1,2
2751,14,0,2
2751,16,1,2
2752,1,1,2
2752,2,0,2
2752,20,0,2
2752,4,0,2
2752,5,0,2
2752,6,1,2
2752,7,0,2
2752,8,1,2
2752,9,1,2
2752,10,0,2
2752,17,0,2
2752,11,0,2
2752,21,0,2
2752,18,0,2
2752,12,1,2
2752,19,0,2
2752,13,1,2
2752,14,1,2
2752,16,1,2
2753,1,0,2
2753,2,1,2
2753,4,1,2
2753,5,1,2
2753,6,0,2
2753,7,1,2
2753,8,1,2
2753,9,1,2
2753,10,1,2
2753,17,1,2
2753,12,1,2
2753,13,0,2
2753,14,0,2
2753,15,1,2
2753,16,0,2
2754,1,1,2
2754,2,1,2
2754,20,0,2
2754,4,1,2
2754,5,1,2
2754,6,0,2
2754,7,1,2
2754,8,1,2
2754,9,1,2
2754,10,0,2
2754,11,1,2
2754,12,1,2
2754,13,1,2
2754,14,0,2
2754,16,1,2
2755,1,1,2
2755,2,0,2
2755,4,0,2
2755,5,0,2
2755,6,0,2
2755,7,1,2
2755,8,1,2
2755,9,0,2
2755,10,1,2
2755,21,0,2
2755,18,0,2
2755,12,1,2
2755,13,1,2
2755,14,0,2
2755,16,0,2
2756,1,1,2
2756,2,1,2
2756,3,1,2
2756,4,1,2
2756,5,1,2
2756,6,1,2
2756,7,1,2
2756,8,1,2
2756,9,1,2
2756,10,1,2
2756,12,1,2
2756,13,1,2
2756,14,0,2
2756,15,1,2
2756,16,1,2
2757,1,0,2
2757,2,1,2
2757,4,1,2
2757,5,0,2
2757,6,0,2
2757,7,1,2
2757,8,0,2
2757,9,1,2
2757,10,0,2
2757,11,0,2
2757,18,0,2
2757,12,1,2
2757,13,1,2
2757,14,0,2
2757,15,1,2
2757,16,1,2
2758,1,1,2
2758,2,1,2
2758,3,1,2
2758,4,1,2
2758,5,1,2
2758,6,1,2
2758,7,1,2
2758,8,1,2
2758,9,1,2
2758,10,1,2
2758,17,1,2
2758,11,1,2
2758,21,1,2
2758,18,1,2
2758,12,1,2
2758,13,1,2
2758,14,0,2
2758,15,1,2
2758,16,1,2
2759,1,1,2
2759,2,1,2
2759,4,1,2
2759,6,0,2
2759,7,1,2
2759,8,1,2
2759,9,1,2
2759,10,1,2
2759,11,1,2
2759,12,0,2
2759,13,1,2
2759,14,0,2
2759,16,0,2
2760,1,1,2
2760,2,1,2
2760,3,1,2
2760,4,1,2
2760,5,1,2
2760,6,0,2
2760,7,1,2
2760,8,1,2
2760,9,1,2
2760,10,1,2
2760,17,1,2
2760,11,1,2
2760,18,1,2
2760,12,1,2
2760,13,1,2
2760,14,1,2
2760,15,1,2
2760,16,1,2
2761,1,1,2
2761,2,1,2
2761,4,1,2
2761,6,0,2
2761,7,0,2
2761,8,1,2
2761,9,1,2
2761,10,1,2
2761,17,1,2
2761,12,1,2
2761,13,0,2
2761,14,0,2
2761,16,0,2
2762,1,1,2
2762,2,1,2
2762,3,1,2
2762,4,1,2
2762,5,1,2
2762,6,1,2
2762,7,1,2
2762,8,1,2
2762,9,0,2
2762,10,1,2
2762,17,1,2
2762,11,1,2
2762,18,1,2
2762,12,1,2
2762,13,0,2
2762,14,0,2
2762,15,1,2
2762,16,0,2
2763,1,0,2
2763,2,0,2
2763,20,0,2
2763,4,0,2
2763,5,0,2
2763,6,0,2
2763,7,1,2
2763,8,1,2
2763,9,1,2
2763,10,0,2
2763,17,0,2
2763,11,0,2
2763,18,0,2
2763,12,1,2
2763,13,1,2
2763,14,0,2
2763,15,1,2
2763,16,0,2
2764,1,1,2
2764,2,1,2
2764,3,1,2
2764,4,1,2
2764,5,1,2
2764,6,0,2
2764,7,1,2
2764,8,1,2
2764,9,1,2
2764,10,0,2
2764,18,0,2
2764,12,1,2
2764,13,1,2
2764,14,0,2
2764,16,1,2
2765,1,1,2
2765,2,0,2
2765,3,1,2
2765,4,1,2
2765,6,1,2
2765,7,1,2
2765,8,1,2
2765,9,1,2
2765,10,1,2
2765,17,1,2
2765,12,1,2
2765,13,1,2
2765,14,0,2
2765,16,1,2
2766,1,0,2
2766,2,1,2
2766,4,1,2
2766,6,0,2
2766,7,1,2
2766,8,1,2
2766,9,0,2
2766,10,0,2
2766,17,0,2
2766,18,0,2
2766,12,0,2
2766,13,1,2
2766,14,0,2
2766,15,1,2
2766,16,0,2
2767,1,1,2
2767,2,1,2
2767,3,1,2
2767,4,1,2
2767,5,1,2
2767,6,1,2
2767,7,1,2
2767,8,1,2
2767,9,1,2
2767,10,1,2
2767,11,1,2
2767,18,1,2
2767,12,1,2
2767,13,0,2
2767,14,1,2
2767,15,1,2
2767,16,1,2
2768,1,1,2
2768,2,0,2
2768,20,0,2
2768,4,1,2
2768,5,0,2
2768,6,0,2
2768,7,1,2
2768,8,1,2
2768,9,1,2
2768,10,0,2
2768,11,1,2
2768,12,1,2
2768,13,1,2
2768,14,0,2
2768,16,0,2
2769,1,1,2
2769,2,1,2
2769,3,1,2
2769,4,0,2
2769,6,0,2
2769,7,1,2
2769,8,0,2
2769,9,1,2
2769,10,0,2
2769,17,1,2
2769,12,1,2
2769,13,0,2
2769,14,1,2
2769,15,1,2
2769,16,1,2
2770,1,1,2
2770,2,1,2
2770,3,1,2
2770,4,0,2
2770,5,1,2
2770,6,0,2
2770,7,1,2
2770,8,1,2
2770,9,1,2
2770,10,0,2
2770,11,1,2
2770,18,1,2
2770,12,1,2
2770,13,0,2
2770,14,0,2
2770,15,1,2
2770,16,0,2
2771,1,1,2
2771,2,0,2
2771,3,1,2
2771,4,1,2
2771,5,1,2
2771,6,0,2
2771,7,1,2
2771,8,1,2
2771,9,1,2
2771,10,1,2
2771,17,1,2
2771,11,1,2
2771,12,1,2
2771,13,1,2
2771,14,1,2
2771,15,1,2
2771,16,1,2
2772,1,0,2
2772,2,1,2
2772,4,0,2
2772,5,0,2
2772,6,0,2
2772,7,1,2
2772,8,1,2
2772,9,0,2
2772,10,1,2
2772,17,0,2
2772,11,0,2
2772,12,1,2
2772,13,1,2
2772,14,0,2
2772,16,1,2
2773,1,1,2
2773,2,1,2
2773,4,1,2
2773,6,0,2
2773,7,1,2
2773,8,1,2
2773,9,1,2
2773,10,0,2
2773,11,1,2
2773,18,0,2
2773,12,1,2
2773,13,1,2
2773,14,0,2
2773,16,1,2
2774,1,0,2
2774,2,1,2
2774,4,1,2
2774,6,0,2
2774,7,1,2
2774,8,1,2
2774,9,1,2
2774,10,1,2
2774,17,1,2
2774,11,1,2
2774,18,0,2
2774,12,1,2
2774,13,0,2
2774,14,0,2
2774,15,1,2
2774,16,1,2
2775,1,1,2
2775,2,1,2
2775,3,1,2
2775,4,1,2
2775,5,1,2
2775,6,0,2
2775,7,1,2
2775,8,0,2
2775,9,1,2
2775,10,1,2
2775,11,1,2
2775,12,1,2
2775,13,1,2
2775,14,1,2
2775,16,1,2
2776,1,1,2
2776,2,1,2
2776,4,1,2
2776,6,0,2
