item_id,knowledge_code
1,[10]
2,[10]
3,[10]
4,[10]
5,[23]
6,[23]
7,[10]
8,[23]
9,[23]
10,[23]
11,[10]
12,[10]
13,[10]
14,[10]
15,[10]
16,[23]
17,[10]
18,[10]
19,[23]
20,[23]
21,[10]
22,[23]
23,[23]
24,[23]
25,[23]
26,[33]
27,[35]
28,[35]
29,[33]
30,[35]
31,[35]
32,[35]
33,[17]
34,[17]
35,[35]
36,[17]
37,[35]
38,[35]
39,[35]
40,[35]
41,[17]
42,[17]
43,[2]
44,[33]
45,[35]
46,[35]
47,[35]
48,[35]
49,[2]
50,[35]
51,[33]
52,[17]
53,[35]
54,[35]
55,[35]
56,[33]
57,[35]
58,[35]
59,[35]
60,[35]
61,[15]
62,[15]
63,[15]
64,[15]
65,[23]
66,[10]
67,[15]
68,[15]
69,[15]
70,[15]
71,[10]
72,[10]
73,[15]
74,[15]
75,[23]
76,[23]
77,[10]
78,[10]
79,[23]
80,[23]
81,[15]
82,[15]
83,[15]
84,[15]
85,[12]
86,[12]
87,[12]
88,[12]
89,[22]
90,[12]
91,[22]
92,[22]
93,[22]
94,[12]
95,[12]
96,[16]
97,[16]
98,[19]
99,[16]
100,[16]
101,[16]
102,[16]
103,[19]
104,[16]
105,[16]
106,[16]
107,[19]
108,[19]
109,[19]
110,[16]
111,[16]
112,[19]
113,[16]
114,[16]
115,[16]
116,[16]
117,[16]
118,[19]
119,[16]
120,[16]
121,[19]
122,[16]
123,[19]
124,[16]
125,[19]
126,[16]
127,[19]
128,[16]
129,[19]
130,[16]
131,[16]
132,[19]
133,[16]
134,[16]
135,[24]
136,[24]
137,[24]
138,[19]
139,[24]
140,[19]
141,[16]
142,[16]
143,[16]
144,[19]
145,[19]
146,[24]
147,[19]
148,[16]
149,[19]
150,[24]
151,[19]
152,[24]
153,[16]
154,[16]
155,[19]
156,[16]
157,[24]
158,[19]
159,[24]
160,[19]
161,[24]
162,[16]
163,[16]
164,[19]
